Price,sse_index
Ticker,000001.SS
date,
2010-04-28,2900.3310546875
2010-04-29,2868.431884765625
2010-04-30,2870.611083984375
2010-05-04,2835.277099609375
2010-05-05,2857.15087890625
2010-05-06,2739.701904296875
2010-05-07,2688.383056640625
2010-05-10,2698.757080078125
2010-05-11,2647.572998046875
2010-05-12,2655.714111328125
2010-05-13,2710.507080078125
2010-05-14,2696.62890625
2010-05-17,2559.930908203125
2010-05-18,2594.782958984375
2010-05-19,2587.806884765625
2010-05-20,2555.93994140625
2010-05-21,2583.52197265625
2010-05-24,2673.423095703125
2010-05-25,2622.6298828125
2010-05-26,2625.79296875
2010-05-27,2655.91796875
2010-05-28,2655.76708984375
2010-05-31,2592.14599609375
2010-06-01,2568.282958984375
2010-06-02,2571.423095703125
2010-06-03,2552.656005859375
2010-06-04,2553.593017578125
2010-06-07,2511.72900390625
2010-06-08,2513.947021484375
2010-06-09,2583.8701171875
2010-06-10,2562.580078125
2010-06-11,2569.94091796875
2010-06-17,2560.2451171875
2010-06-18,2513.221923828125
2010-06-21,2586.208984375
2010-06-22,2588.697998046875
2010-06-23,2569.8720703125
2010-06-24,2566.7451171875
2010-06-25,2552.81689453125
2010-06-28,2535.278076171875
2010-06-29,2427.052001953125
2010-06-30,2398.3701171875
2010-07-01,2373.7919921875
2010-07-02,2382.90087890625
2010-07-05,2363.947998046875
2010-07-06,2409.424072265625
2010-07-07,2421.116943359375
2010-07-08,2415.14990234375
2010-07-09,2470.923095703125
2010-07-12,2490.718017578125
2010-07-13,2450.284912109375
2010-07-14,2470.43994140625
2010-07-15,2424.303955078125
2010-07-16,2424.27099609375
2010-07-19,2475.4208984375
2010-07-20,2528.72900390625
2010-07-21,2535.39404296875
2010-07-22,2562.406005859375
2010-07-23,2572.028076171875
2010-07-26,2588.68310546875
2010-07-27,2575.367919921875
2010-07-28,2633.6630859375
2010-07-29,2648.115966796875
2010-07-30,2637.5029296875
2010-08-02,2672.51611328125
2010-08-03,2627.001953125
2010-08-04,2638.52197265625
2010-08-05,2620.757080078125
2010-08-06,2658.39208984375
2010-08-09,2672.531982421875
2010-08-10,2595.27294921875
2010-08-11,2607.4970703125
2010-08-12,2575.47509765625
2010-08-13,2606.699951171875
2010-08-16,2661.7080078125
2010-08-17,2671.89306640625
2010-08-18,2666.301025390625
2010-08-19,2687.97900390625
2010-08-20,2642.306884765625
2010-08-23,2639.365966796875
2010-08-24,2650.306884765625
2010-08-25,2596.580078125
2010-08-26,2603.48095703125
2010-08-27,2610.741943359375
2010-08-30,2652.6640625
2010-08-31,2638.798095703125
2010-09-01,2622.882080078125
2010-09-02,2655.77587890625
2010-09-03,2655.39404296875
2010-09-06,2696.25
2010-09-07,2698.363037109375
2010-09-08,2695.291015625
2010-09-09,2656.35205078125
2010-09-10,2663.208984375
2010-09-13,2688.320068359375
2010-09-14,2688.52197265625
2010-09-15,2652.5029296875
2010-09-16,2602.465087890625
2010-09-17,2598.68896484375
2010-09-20,2588.712890625
2010-09-21,2591.550048828125
2010-09-27,2627.967041015625
2010-09-28,2611.35400390625
2010-09-29,2610.677978515625
2010-09-30,2655.657958984375
2010-10-08,2738.743896484375
2010-10-11,2806.94189453125
2010-10-12,2841.406982421875
2010-10-13,2861.361083984375
2010-10-14,2879.635986328125
2010-10-15,2971.159912109375
2010-10-18,2955.22705078125
2010-10-19,3001.85302734375
2010-10-20,3003.950927734375
2010-10-21,2983.531982421875
2010-10-22,2975.04296875
2010-10-25,3051.41796875
2010-10-26,3041.54296875
2010-10-27,2997.048095703125
2010-10-28,2992.5791015625
2010-10-29,2978.8349609375
2010-11-01,3054.02099609375
2010-11-02,3045.43408203125
2010-11-03,3030.988037109375
2010-11-04,3086.93896484375
2010-11-05,3129.4970703125
2010-11-08,3159.511962890625
2010-11-09,3135.0
2010-11-10,3115.35595703125
2010-11-11,3147.743896484375
2010-11-12,2985.43505859375
2010-11-15,3014.4130859375
2010-11-16,2894.5380859375
2010-11-17,2838.85693359375
2010-11-18,2865.451904296875
2010-11-19,2888.56591796875
2010-11-22,2884.37109375
2010-11-23,2828.281982421875
2010-11-24,2859.93603515625
2010-11-25,2898.260986328125
2010-11-26,2871.697998046875
2010-11-29,2866.35595703125
2010-11-30,2820.180908203125
2010-12-01,2823.448974609375
2010-12-02,2843.60693359375
2010-12-03,2842.429931640625
2010-12-06,2857.177001953125
2010-12-07,2875.861083984375
2010-12-08,2848.5458984375
2010-12-09,2810.948974609375
2010-12-10,2841.0400390625
2010-12-13,2922.9541015625
2010-12-14,2927.076904296875
2010-12-15,2911.4140625
2010-12-16,2898.137939453125
2010-12-17,2893.739990234375
2010-12-21,2904.114990234375
2010-12-22,2877.89990234375
2010-12-23,2855.219970703125
2010-12-24,2835.156982421875
2010-12-27,2781.402099609375
2010-12-28,2732.989990234375
2010-12-29,2751.527099609375
2010-12-30,2759.574951171875
2010-12-31,2808.076904296875
2011-01-04,2852.64794921875
2011-01-05,2839.220947265625
2011-01-06,2824.197021484375
2011-01-07,2838.801025390625
2011-01-10,2791.80908203125
2011-01-11,2804.047119140625
2011-01-12,2821.304931640625
2011-01-13,2827.7119140625
2011-01-14,2791.343994140625
2011-01-17,2706.659912109375
2011-01-18,2708.97900390625
2011-01-19,2758.096923828125
2011-01-20,2677.652099609375
2011-01-21,2715.2939453125
2011-01-24,2695.718994140625
2011-01-25,2677.431884765625
2011-01-26,2708.81396484375
2011-01-27,2749.14990234375
2011-01-28,2752.75
2011-01-31,2790.694091796875
2011-02-01,2798.9599609375
2011-02-09,2774.06494140625
2011-02-10,2818.1630859375
2011-02-11,2827.327880859375
2011-02-14,2899.134033203125
2011-02-15,2899.237060546875
2011-02-16,2923.89599609375
2011-02-17,2926.964111328125
2011-02-18,2899.7919921875
2011-02-21,2932.24609375
2011-02-22,2855.51611328125
2011-02-23,2862.635009765625
2011-02-24,2878.60302734375
2011-02-25,2878.56494140625
2011-02-28,2905.052978515625
2011-03-01,2918.919921875
2011-03-02,2913.80810546875
2011-03-03,2902.97802734375
2011-03-04,2942.305908203125
2011-03-07,2996.2109375
2011-03-08,2999.94189453125
2011-03-09,3002.154052734375
2011-03-10,2957.14306640625
2011-03-11,2933.7958984375
2011-03-14,2937.626953125
2011-03-15,2896.256103515625
2011-03-16,2930.803955078125
2011-03-17,2897.298095703125
2011-03-18,2906.885009765625
2011-03-21,2909.136962890625
2011-03-22,2919.14208984375
2011-03-23,2948.47705078125
2011-03-24,2946.7060546875
2011-03-25,2977.81396484375
2011-03-28,2984.0048828125
2011-03-29,2958.076904296875
2011-03-30,2955.77099609375
2011-03-31,2928.111083984375
2011-04-01,2967.409912109375
2011-04-06,3001.360107421875
2011-04-07,3007.908935546875
2011-04-08,3030.02099609375
2011-04-11,3022.74609375
2011-04-12,3021.368896484375
2011-04-13,3050.39697265625
2011-04-14,3042.635009765625
2011-04-15,3050.52587890625
2011-04-18,3057.3291015625
2011-04-19,2999.041015625
2011-04-20,3007.037109375
2011-04-21,3026.6669921875
2011-04-22,3010.51708984375
2011-04-25,2964.950927734375
2011-04-26,2938.98095703125
2011-04-27,2925.407958984375
2011-04-28,2887.04296875
2011-04-29,2911.510009765625
2011-05-03,2932.18798828125
2011-05-04,2866.01708984375
2011-05-05,2872.404052734375
2011-05-06,2863.885986328125
2011-05-09,2872.4599609375
2011-05-10,2890.634033203125
2011-05-11,2883.419921875
2011-05-12,2844.0830078125
2011-05-13,2871.031005859375
2011-05-16,2849.06689453125
2011-05-17,2852.77294921875
2011-05-18,2872.77099609375
2011-05-19,2859.573974609375
2011-05-20,2858.458984375
2011-05-23,2774.569091796875
2011-05-24,2767.055908203125
2011-05-25,2741.740966796875
2011-05-26,2736.527099609375
2011-05-27,2709.947021484375
2011-05-30,2706.361083984375
2011-05-31,2743.471923828125
2011-06-01,2743.572021484375
2011-06-02,2705.180908203125
2011-06-03,2728.02001953125
2011-06-07,2744.300048828125
2011-06-08,2750.2880859375
2011-06-09,2703.344970703125
2011-06-10,2705.14306640625
2011-06-13,2700.37890625
2011-06-14,2730.0400390625
2011-06-15,2705.430908203125
2011-06-16,2664.281982421875
2011-06-17,2642.818115234375
2011-06-20,2621.2529296875
2011-06-21,2646.48291015625
2011-06-22,2649.321044921875
2011-06-23,2688.2490234375
2011-06-24,2746.2109375
2011-06-27,2758.22998046875
2011-06-28,2759.201904296875
2011-06-29,2728.48291015625
2011-06-30,2762.075927734375
2011-07-01,2759.362060546875
2011-07-04,2812.818115234375
2011-07-05,2816.35400390625
2011-07-06,2810.47900390625
2011-07-07,2794.26708984375
2011-07-08,2797.77294921875
2011-07-11,2802.69189453125
2011-07-12,2754.58203125
2011-07-13,2795.47607421875
2011-07-14,2810.444091796875
2011-07-15,2820.1689453125
2011-07-18,2816.68798828125
2011-07-19,2796.98291015625
2011-07-20,2794.205078125
2011-07-21,2765.89404296875
2011-07-22,2770.7900390625
2011-07-25,2688.74609375
2011-07-26,2703.02587890625
2011-07-27,2723.491943359375
2011-07-28,2708.777099609375
2011-07-29,2701.72900390625
2011-08-01,2703.782958984375
2011-08-02,2679.259033203125
2011-08-03,2678.485107421875
2011-08-04,2684.0390625
2011-08-05,2626.423095703125
2011-08-08,2526.81591796875
2011-08-09,2526.070068359375
2011-08-10,2549.176025390625
2011-08-11,2581.508056640625
2011-08-12,2593.173095703125
2011-08-15,2626.77001953125
2011-08-16,2608.166015625
2011-08-17,2601.260986328125
2011-08-18,2559.471923828125
2011-08-19,2534.35791015625
2011-08-22,2515.863037109375
2011-08-23,2554.01904296875
2011-08-24,2541.091064453125
2011-08-25,2615.260986328125
2011-08-26,2612.18798828125
2011-08-29,2576.4130859375
2011-08-30,2566.594970703125
2011-08-31,2567.340087890625
2011-09-01,2556.0419921875
2011-09-02,2528.280029296875
2011-09-05,2478.739013671875
2011-09-06,2470.52392578125
2011-09-07,2516.090087890625
2011-09-08,2498.943115234375
2011-09-09,2497.7529296875
2011-09-13,2471.304931640625
2011-09-14,2484.826904296875
2011-09-15,2479.054931640625
2011-09-16,2482.343017578125
2011-09-19,2437.794921875
2011-09-20,2447.7548828125
2011-09-21,2512.962890625
2011-09-22,2443.055908203125
2011-09-23,2433.158935546875
2011-09-26,2393.18310546875
2011-09-27,2415.053955078125
2011-09-28,2392.06201171875
2011-09-29,2365.343017578125
2011-09-30,2359.218994140625
2011-10-10,2344.787109375
2011-10-11,2348.51611328125
2011-10-12,2420.0
2011-10-13,2438.7900390625
2011-10-14,2431.375
2011-10-17,2440.402099609375
2011-10-18,2383.485107421875
2011-10-19,2377.511962890625
2011-10-20,2331.365966796875
2011-10-21,2317.27490234375
2011-10-24,2370.3330078125
2011-10-25,2409.672119140625
2011-10-26,2427.47998046875
2011-10-27,2435.614990234375
2011-10-28,2473.409912109375
2011-10-31,2468.25
2011-11-01,2470.01904296875
2011-11-02,2504.10791015625
2011-11-03,2508.090087890625
2011-11-04,2528.2939453125
2011-11-07,2509.799072265625
2011-11-08,2503.8359375
2011-11-09,2524.9189453125
2011-11-10,2479.535888671875
2011-11-11,2481.083984375
2011-11-14,2528.714111328125
2011-11-15,2529.760986328125
2011-11-16,2466.958984375
2011-11-17,2463.0458984375
2011-11-18,2416.56201171875
2011-11-21,2415.1298828125
2011-11-22,2412.625
2011-11-23,2395.06396484375
2011-11-24,2397.553955078125
2011-11-25,2380.22412109375
2011-11-28,2383.033935546875
2011-11-29,2412.39306640625
2011-11-30,2333.4140625
2011-12-01,2386.860107421875
2011-12-02,2360.6640625
2011-12-05,2333.22900390625
2011-12-06,2325.905029296875
2011-12-07,2332.72998046875
2011-12-08,2329.820068359375
2011-12-09,2315.27001953125
2011-12-12,2291.544921875
2011-12-13,2248.590087890625
2011-12-14,2228.52490234375
2011-12-15,2180.89501953125
2011-12-16,2224.840087890625
2011-12-19,2218.235107421875
2011-12-20,2215.929931640625
2011-12-21,2191.14794921875
2011-12-22,2186.2958984375
2011-12-23,2204.783935546875
2011-12-26,2190.110107421875
2011-12-27,2166.205078125
2011-12-28,2170.012939453125
2011-12-29,2173.56103515625
2011-12-30,2199.4169921875
2012-01-04,2169.389892578125
2012-01-05,2148.451904296875
2012-01-06,2163.39501953125
2012-01-09,2225.889892578125
2012-01-10,2285.743896484375
2012-01-11,2276.0458984375
2012-01-12,2275.010009765625
2012-01-13,2244.580078125
2012-01-16,2206.193115234375
2012-01-17,2298.375
2012-01-18,2266.384033203125
2012-01-19,2296.074951171875
2012-01-20,2319.117919921875
2012-01-30,2285.0380859375
2012-01-31,2292.610107421875
2012-02-01,2268.080078125
2012-02-02,2312.555908203125
2012-02-03,2330.405029296875
2012-02-06,2331.135986328125
2012-02-07,2291.902099609375
2012-02-08,2347.530029296875
2012-02-09,2349.589111328125
2012-02-10,2351.98095703125
2012-02-13,2351.85400390625
2012-02-14,2344.77099609375
2012-02-15,2366.701904296875
2012-02-16,2356.860107421875
2012-02-17,2357.180908203125
2012-02-20,2363.596923828125
2012-02-21,2381.429931640625
2012-02-22,2403.5869140625
2012-02-23,2409.553955078125
2012-02-24,2439.626953125
2012-02-27,2447.056884765625
2012-02-28,2451.85693359375
2012-02-29,2428.487060546875
2012-03-01,2426.114990234375
2012-03-02,2460.693115234375
2012-03-05,2445.001953125
2012-03-06,2410.445068359375
2012-03-07,2394.7939453125
2012-03-08,2420.27587890625
2012-03-09,2439.4619140625
2012-03-12,2434.85791015625
2012-03-13,2455.7939453125
2012-03-14,2391.22998046875
2012-03-15,2373.77392578125
2012-03-16,2404.736083984375
2012-03-19,2410.18408203125
2012-03-20,2376.839111328125
2012-03-21,2378.195068359375
2012-03-22,2375.77197265625
2012-03-23,2349.5390625
2012-03-26,2350.59912109375
2012-03-27,2347.178955078125
2012-03-28,2284.881103515625
2012-03-29,2252.159912109375
2012-03-30,2262.7880859375
2012-04-05,2302.240966796875
2012-04-06,2306.552001953125
2012-04-09,2285.777099609375
2012-04-10,2305.863037109375
2012-04-11,2308.925048828125
2012-04-12,2350.864013671875
2012-04-13,2359.160888671875
2012-04-16,2357.02587890625
2012-04-17,2334.985107421875
2012-04-18,2380.847900390625
2012-04-19,2378.634033203125
2012-04-20,2406.863037109375
2012-04-23,2388.587890625
2012-04-24,2388.833984375
2012-04-25,2406.81298828125
2012-04-26,2404.697021484375
2012-04-27,2396.31591796875
2012-05-02,2438.43603515625
2012-05-03,2440.080078125
2012-05-04,2452.013916015625
2012-05-07,2451.947021484375
2012-05-08,2448.884033203125
2012-05-09,2408.5859375
2012-05-10,2410.22900390625
2012-05-11,2394.98193359375
2012-05-14,2380.72509765625
2012-05-15,2374.843017578125
2012-05-16,2346.19189453125
2012-05-17,2378.885986328125
2012-05-18,2344.52099609375
2012-05-21,2348.300048828125
2012-05-22,2373.305908203125
2012-05-23,2363.43701171875
2012-05-24,2350.972900390625
2012-05-25,2333.552978515625
2012-05-28,2361.366943359375
2012-05-29,2389.635986328125
2012-05-30,2384.66796875
2012-05-31,2372.23388671875
2012-06-01,2373.43603515625
2012-06-04,2308.550048828125
2012-06-05,2311.916015625
2012-06-06,2309.554931640625
2012-06-07,2293.1298828125
2012-06-08,2281.447021484375
2012-06-11,2305.85595703125
2012-06-12,2289.791015625
2012-06-13,2318.924072265625
2012-06-14,2295.946044921875
2012-06-15,2306.85009765625
2012-06-18,2316.052001953125
2012-06-19,2300.794921875
2012-06-20,2292.876953125
2012-06-21,2260.876953125
2012-06-25,2224.114013671875
2012-06-26,2222.06689453125
2012-06-27,2216.93408203125
2012-06-28,2195.843017578125
2012-06-29,2225.429931640625
2012-07-02,2226.110107421875
2012-07-03,2229.19189453125
2012-07-04,2227.31494140625
2012-07-05,2201.35302734375
2012-07-06,2223.5791015625
2012-07-09,2170.81396484375
2012-07-10,2164.43798828125
2012-07-11,2175.383056640625
2012-07-12,2185.490966796875
2012-07-13,2185.89501953125
2012-07-16,2147.955078125
2012-07-17,2161.18603515625
2012-07-18,2169.09912109375
2012-07-19,2184.841064453125
2012-07-20,2168.637939453125
2012-07-23,2141.402099609375
2012-07-24,2146.587890625
2012-07-25,2136.15087890625
2012-07-26,2126.00390625
2012-07-27,2128.764892578125
2012-07-30,2109.9140625
2012-07-31,2103.635009765625
2012-08-01,2123.360107421875
2012-08-02,2111.181884765625
2012-08-03,2132.7958984375
2012-08-06,2154.916015625
2012-08-07,2157.6201171875
2012-08-08,2160.989990234375
2012-08-09,2174.10205078125
2012-08-10,2168.81396484375
2012-08-13,2136.077880859375
2012-08-14,2142.52392578125
2012-08-15,2118.945068359375
2012-08-16,2112.197021484375
2012-08-17,2114.89111328125
2012-08-20,2106.95703125
2012-08-21,2118.26806640625
2012-08-22,2107.7109375
2012-08-23,2113.072021484375
2012-08-24,2092.10400390625
2012-08-27,2055.7080078125
2012-08-28,2073.154052734375
2012-08-29,2053.235107421875
2012-08-30,2052.5849609375
2012-08-31,2047.52197265625
2012-09-03,2059.14697265625
2012-09-04,2043.6490478515625
2012-09-05,2037.6810302734375
2012-09-06,2051.91796875
2012-09-07,2127.761962890625
2012-09-10,2134.89306640625
2012-09-11,2120.553955078125
2012-09-12,2126.553955078125
2012-09-13,2110.37890625
2012-09-14,2123.846923828125
2012-09-17,2078.5
2012-09-18,2059.54296875
2012-09-19,2067.8310546875
2012-09-20,2024.8370361328125
2012-09-21,2026.68994140625
2012-09-24,2033.1920166015625
2012-09-25,2029.29296875
2012-09-26,2004.1719970703125
2012-09-27,2056.322998046875
2012-09-28,2086.1689453125
2012-10-08,2074.4189453125
2012-10-09,2115.22900390625
2012-10-10,2119.94189453125
2012-10-11,2102.867919921875
2012-10-12,2104.931884765625
2012-10-15,2098.702880859375
2012-10-16,2098.80810546875
2012-10-17,2105.617919921875
2012-10-18,2131.68798828125
2012-10-19,2128.302001953125
2012-10-22,2132.758056640625
2012-10-23,2114.447021484375
2012-10-24,2115.989990234375
2012-10-25,2101.580078125
2012-10-26,2066.208984375
2012-10-29,2058.943115234375
2012-10-30,2062.346923828125
2012-10-31,2068.8798828125
2012-11-01,2104.427001953125
2012-11-02,2117.0458984375
2012-11-05,2114.027099609375
2012-11-06,2105.9990234375
2012-11-07,2105.72998046875
2012-11-08,2071.509033203125
2012-11-09,2069.06689453125
2012-11-12,2079.27294921875
2012-11-13,2047.8890380859375
2012-11-14,2055.4189453125
2012-11-15,2030.2900390625
2012-11-16,2014.7249755859375
2012-11-19,2016.9820556640625
2012-11-20,2008.9229736328125
2012-11-21,2030.3189697265625
2012-11-22,2015.6109619140625
2012-11-23,2027.384033203125
2012-11-26,2017.4639892578125
2012-11-27,1991.1650390625
2012-11-28,1973.52294921875
2012-11-29,1963.488037109375
2012-11-30,1980.116943359375
2012-12-03,1959.7669677734375
2012-12-04,1975.1429443359375
2012-12-05,2031.906982421875
2012-12-06,2029.237060546875
2012-12-07,2061.785888671875
2012-12-10,2083.77001953125
2012-12-11,2074.7041015625
2012-12-12,2082.72607421875
2012-12-13,2061.47607421875
2012-12-14,2150.625
2012-12-17,2160.342041015625
2012-12-18,2162.464111328125
2012-12-19,2162.239013671875
2012-12-20,2168.35302734375
2012-12-21,2153.31005859375
2012-12-24,2159.052978515625
2012-12-25,2213.611083984375
2012-12-26,2219.132080078125
2012-12-27,2205.89697265625
2012-12-28,2233.251953125
2012-12-31,2269.1279296875
2013-01-04,2276.991943359375
2013-01-07,2285.364013671875
2013-01-08,2276.070068359375
2013-01-09,2275.340087890625
2013-01-10,2283.656982421875
2013-01-11,2242.9970703125
2013-01-14,2311.739990234375
2013-01-15,2325.681884765625
2013-01-16,2309.4990234375
2013-01-17,2284.908935546875
2013-01-18,2317.070068359375
2013-01-21,2328.220947265625
2013-01-22,2315.138916015625
2013-01-23,2320.910888671875
2013-01-24,2302.597900390625
2013-01-25,2291.303955078125
2013-01-28,2346.5048828125
2013-01-29,2358.97705078125
2013-01-30,2382.47509765625
2013-01-31,2385.422119140625
2013-02-01,2419.02001953125
2013-02-04,2428.154052734375
2013-02-05,2433.1298828125
2013-02-06,2434.47705078125
2013-02-07,2418.530029296875
2013-02-08,2432.402099609375
2013-02-18,2421.55810546875
2013-02-19,2382.9140625
2013-02-20,2397.177978515625
2013-02-21,2325.950927734375
2013-02-22,2314.1640625
2013-02-25,2325.819091796875
2013-02-26,2293.341064453125
2013-02-27,2313.219970703125
2013-02-28,2365.593017578125
2013-03-01,2359.506103515625
2013-03-04,2273.404052734375
2013-03-05,2326.305908203125
2013-03-06,2347.178955078125
2013-03-07,2324.29296875
2013-03-08,2318.611083984375
2013-03-11,2310.593017578125
2013-03-12,2286.60498046875
2013-03-13,2263.968017578125
2013-03-14,2270.277099609375
2013-03-15,2278.40087890625
2013-03-18,2240.01611328125
2013-03-19,2257.43408203125
2013-03-20,2317.375
2013-03-21,2324.241943359375
2013-03-22,2328.278076171875
2013-03-25,2326.715087890625
2013-03-26,2297.6689453125
2013-03-27,2301.260009765625
2013-03-28,2236.302001953125
2013-03-29,2236.62109375
2013-04-01,2234.39501953125
2013-04-02,2227.739990234375
2013-04-03,2225.294921875
2013-04-08,2211.592041015625
2013-04-09,2225.77392578125
2013-04-10,2226.1259765625
2013-04-11,2219.552978515625
2013-04-12,2206.780029296875
2013-04-15,2181.94091796875
2013-04-16,2194.844970703125
2013-04-17,2193.7958984375
2013-04-18,2197.60205078125
2013-04-19,2244.64306640625
2013-04-22,2242.1689453125
2013-04-23,2184.5380859375
2013-04-24,2218.318115234375
2013-04-25,2199.306884765625
2013-04-26,2177.912109375
2013-05-02,2174.123046875
2013-05-03,2205.4970703125
2013-05-06,2231.166015625
2013-05-07,2235.574951171875
2013-05-08,2246.300048828125
2013-05-09,2232.970947265625
2013-05-10,2246.8310546875
2013-05-13,2241.919921875
2013-05-14,2217.010009765625
2013-05-15,2224.797119140625
2013-05-16,2251.804931640625
2013-05-17,2282.8701171875
2013-05-20,2299.986083984375
2013-05-21,2305.114013671875
2013-05-22,2302.403076171875
2013-05-23,2275.6669921875
2013-05-24,2288.531982421875
2013-05-27,2293.076904296875
2013-05-28,2321.318115234375
2013-05-29,2324.01708984375
2013-05-30,2317.7490234375
2013-05-31,2300.594970703125
2013-06-03,2299.251953125
2013-06-04,2272.4169921875
2013-06-05,2270.929931640625
2013-06-06,2242.110107421875
2013-06-07,2210.89794921875
2013-06-13,2148.35498046875
2013-06-14,2162.041015625
2013-06-17,2156.215087890625
2013-06-18,2159.291015625
2013-06-19,2143.4541015625
2013-06-20,2084.02099609375
2013-06-21,2073.094970703125
2013-06-24,1963.2349853515625
2013-06-25,1959.508056640625
2013-06-26,1951.4949951171875
2013-06-27,1950.011962890625
2013-06-28,1979.2060546875
2013-07-01,1995.241943359375
2013-07-02,2006.56005859375
2013-07-03,1994.2679443359375
2013-07-04,2006.0980224609375
2013-07-05,2007.198974609375
2013-07-08,1958.27294921875
2013-07-09,1965.4539794921875
2013-07-10,2008.1259765625
2013-07-11,2072.990966796875
2013-07-12,2039.4859619140625
2013-07-15,2059.389892578125
2013-07-16,2065.719970703125
2013-07-17,2044.9219970703125
2013-07-18,2023.39599609375
2013-07-19,1992.64794921875
2013-07-22,2004.761962890625
2013-07-23,2043.8759765625
2013-07-24,2033.3289794921875
2013-07-25,2021.1739501953125
2013-07-26,2010.8499755859375
2013-07-29,1976.3060302734375
2013-07-30,1990.06396484375
2013-07-31,1993.7989501953125
2013-08-01,2029.0670166015625
2013-08-02,2029.41796875
2013-08-05,2050.48095703125
2013-08-06,2060.5
2013-08-07,2046.7779541015625
2013-08-08,2044.89501953125
2013-08-09,2052.235107421875
2013-08-12,2101.282958984375
2013-08-13,2106.156005859375
2013-08-14,2100.136962890625
2013-08-15,2081.8798828125
2013-08-16,2068.451904296875
2013-08-19,2085.60205078125
2013-08-20,2072.594970703125
2013-08-21,2072.9609375
2013-08-22,2067.1240234375
2013-08-23,2057.4580078125
2013-08-26,2096.47412109375
2013-08-27,2103.56591796875
2013-08-28,2101.301025390625
2013-08-29,2097.22705078125
2013-08-30,2098.382080078125
2013-09-02,2098.447998046875
2013-09-03,2123.112060546875
2013-09-04,2127.617919921875
2013-09-05,2122.429931640625
2013-09-06,2139.992919921875
2013-09-09,2212.51611328125
2013-09-10,2237.98388671875
2013-09-11,2241.26806640625
2013-09-12,2255.60400390625
2013-09-13,2236.217041015625
2013-09-16,2231.40087890625
2013-09-17,2185.56005859375
2013-09-18,2191.85107421875
2013-09-23,2221.0439453125
2013-09-24,2207.531005859375
2013-09-25,2198.514892578125
2013-09-26,2155.80908203125
2013-09-27,2160.027099609375
2013-09-30,2174.6650390625
2013-10-08,2198.198974609375
2013-10-09,2211.76904296875
2013-10-10,2190.928955078125
2013-10-11,2228.14599609375
2013-10-14,2237.77294921875
2013-10-15,2233.412109375
2013-10-16,2193.073974609375
2013-10-17,2188.5419921875
2013-10-18,2193.780029296875
2013-10-21,2229.237060546875
2013-10-22,2210.652099609375
2013-10-23,2183.10693359375
2013-10-24,2164.322021484375
2013-10-25,2132.955078125
2013-10-28,2133.868896484375
2013-10-29,2128.864013671875
2013-10-30,2160.462890625
2013-10-31,2141.614013671875
2013-11-01,2149.56201171875
2013-11-04,2149.634033203125
2013-11-05,2157.239990234375
2013-11-06,2139.60693359375
2013-11-07,2129.39990234375
2013-11-08,2106.126953125
2013-11-11,2109.470947265625
2013-11-12,2126.77197265625
2013-11-13,2087.94091796875
2013-11-14,2100.506103515625
2013-11-15,2135.826904296875
2013-11-18,2197.218994140625
2013-11-19,2193.125
2013-11-20,2206.613037109375
2013-11-21,2205.76611328125
